Gene	scL1P0001	scL1P0002	scL1P0003	scL1P0004	scL1P0005	scL1P0006	scL1P0007	scL1P0008	scL1P0009	scL1P0010	scL1P0011	scL1P0012	scL1P0013	scL1P0014	scL1P0015	scL1P0016	scL1P0017
YFL022C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YFL023W	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YFL024C	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YFL026W	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0
YFL027C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
YFL028C	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFL029C	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YFL031W	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YFL033C	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
YFL034C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YFL034C-B	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
YFL036W	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YFL037W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
YFL038C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YFL039C	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0
YFL041W	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YFL044C	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YFL045C	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YFL047W	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
YFL048C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL049W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL050C	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
YFL053W	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YFL055W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL056C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YFL057C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YFL058W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFL059W	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YFR001W	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
YFR003C	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0
YFR004W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YFR005C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFR008W	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YFR009W	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YFR010W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YFR013W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFR021W	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
YFR022W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YFR023W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFR024C-A	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YFR025C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFR027W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFR028C	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YFR029W	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
YFR030W	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFR031C	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YFR031C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YFR032C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YFR033C	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YFR036W	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YFR037C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFR038W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFR040W	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0
YFR041C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YFR046C	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
YFR047C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFR049W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YFR050C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YFR051C	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YFR052W	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
YFR053C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGL001C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL002W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL003C	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
YGL004C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL008C	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
YGL009C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL011C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL013C	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGL014W	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
YGL016W	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0
YGL017W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL018C	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
YGL019W	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0
YGL020C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL022W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL025C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL026C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL027C	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL028C	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL029W	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YGL030W	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGL031C	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YGL032C	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
YGL033W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL035C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL039W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL040C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL043W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL044C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL045W	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
YGL047W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL048C	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YGL049C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGL051W	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
YGL053W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGL054C	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
YGL055W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL058W	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
YGL059W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL061C	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL062W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGL063W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL065C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL066W	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YGL067W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL068W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YGL070C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL071W	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YGL073W	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
YGL075C	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL076C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGL077C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL078C	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YGL084C	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL086W	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL089C	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
YGL090W	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
YGL091C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL092W	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YGL093W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL094C	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGL095C	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0
YGL096W	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YGL097W	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0
YGL098W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL099W	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
YGL103W	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YGL104C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL106W	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0
YGL111W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGL112C	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YGL113W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL115W	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
YGL119W	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YGL120C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL121C	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YGL122C	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL124C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL125W	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YGL128C	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YGL129C	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YGL130W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL133W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL134W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
YGL135W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGL136C	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL137W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL141W	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YGL142C	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YGL144C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL145W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL147C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGL150C	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL151W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL153W	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YGL154C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL156W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL157W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL158W	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL160W	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YGL161C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
YGL162W	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL164C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
YGL166W	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
YGL167C	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YGL173C	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YGL174W	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YGL175C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL179C	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
YGL180W	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0
YGL181W	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0
YGL184C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL186C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL187C	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
YGL189C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGL190C	0	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0
YGL191W	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
YGL192W	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YGL195W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGL197W	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YGL198W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
YGL200C	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL201C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL203C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL207W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL208W	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0
YGL209W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL210W	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL211W	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YGL212W	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL213C	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0
YGL215W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YGL216W	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL219C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YGL221C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL223C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL224C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL226C-A	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGL226W	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGL227W	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YGL229C	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
YGL233W	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0
YGL234W	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGL237C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL238W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YGL240W	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
YGL241W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YGL243W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL245W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGL247W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YGL248W	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YGL251C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL252C	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YGL254W	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YGL255W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YGL256W	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YGL257C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR002C	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
YGR003W	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YGR006W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR007W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR008C	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0
YGR009C	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
YGR012W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR013W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR014W	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0
YGR019W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR023W	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
YGR024C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR027C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR028W	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YGR029W	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
YGR030C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR032W	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0
YGR033C	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0
YGR034W	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YGR036C	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YGR037C	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR043C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR044C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR047C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR048W	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YGR049W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR054W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR057C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR059W	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1
YGR060W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR061C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR063C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR065C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR072W	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR074W	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YGR075C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR076C	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YGR078C	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
YGR080W	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
YGR081C	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR082W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR084C	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YGR085C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR086C	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0
YGR089W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR092W	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR094W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR095C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR096W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR097W	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YGR099W	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
YGR100W	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
YGR103W	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR104C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR105W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR108W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YGR109C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YGR113W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YGR116W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR118W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR119C	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YGR120C	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR123C	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
YGR124W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR128C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR131W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR132C	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
YGR133W	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
YGR135W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR136W	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YGR138C	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YGR140W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR141W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR142W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YGR144W	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR145W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR148C	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YGR155W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR156W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR157W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR159C	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
YGR162W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR165W	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
YGR166W	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR167W	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
YGR170W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR172C	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0
YGR173W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR174C	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YGR175C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR177C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR179C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR183C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR184C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YGR185C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR186W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR188C	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YGR191W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YGR192C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR193C	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YGR194C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR195W	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YGR197C	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YGR198W	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YGR199W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR200C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR202C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR204W	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YGR205W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR207C	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR208W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR209C	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0
YGR211W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR212W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR213C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YGR214W	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
YGR215W	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YGR216C	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0
YGR217W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YGR218W	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
YGR221C	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
YGR223C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR224W	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YGR227W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR229C	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YGR230W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR232W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR233C	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0
